reporting_area,state_code,lat,lang,CO,NO2,OZONE,PM10,PM2.5,date,year,month,weekday,month_name,AQI
Twisp,WA,48.3645,-120.1211,,,,,48,3/1/2022 0:00,2022,3,1,March,48
Tyler-Longview-Marshall,TX,32.35,-95.3,,,48,,52,3/1/2022 0:00,2022,3,1,March,52
Tyrrell County,NC,35.8181,-76.2076,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Ukiah,CA,39.1502,-123.2078,,,32,,42,3/1/2022 0:00,2022,3,1,March,42
Union County,NC,34.9883,-80.5307,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Upper Green River Basin,WY,42.7,-109.9,,,44,3,5,3/1/2022 0:00,2022,3,1,March,44
Upper Hudson Valley Region,NY,42.5884,-73.5646,,,37,,46,3/1/2022 0:00,2022,3,1,March,46
Uxbridge,MA,42.0997,-71.62,,,40,,,3/1/2022 0:00,2022,3,1,March,40
Vacaville,CA,38.3525,-121.9617,,,44,,42,3/1/2022 0:00,2022,3,1,March,44
Vance County,NC,36.3649,-78.4079,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Vancouver,WA,45.6336,-122.6028,,,,,14,3/1/2022 0:00,2022,3,1,March,14
Vermont Mountain Valley Locations,VT,44.26,-72.58,,,41,,53,3/1/2022 0:00,2022,3,1,March,53
Vernal,UT,40.4555,-109.5288,,,77,,55,3/1/2022 0:00,2022,3,1,March,77
Victoria,TX,28.824,-96.983,,,48,,,3/1/2022 0:00,2022,3,1,March,48
Victorville,CA,34.5108,-117.3255,8,36,51,38,38,3/1/2022 0:00,2022,3,1,March,51
Vilas and Forest Counties,WI,45.8085,-89.2313,,,45,,24,3/1/2022 0:00,2022,3,1,March,45
Virginia,MN,47.5212,-92.5393,,,,,33,3/1/2022 0:00,2022,3,1,March,33
Visalia,CA,36.3254,-119.3206,,,42,,76,3/1/2022 0:00,2022,3,1,March,76
Voyageurs National Park,MN,48.4128,-92.8292,,,39,,,3/1/2022 0:00,2022,3,1,March,39
W San Bernardino M,CA,34.244,-117.5328,9,48,50,26,29,3/1/2022 0:00,2022,3,1,March,50
W San Fernando Vly,CA,34.1991,-118.5327,13,47,47,38,53,3/1/2022 0:00,2022,3,1,March,53
W San Gabriel Vly,CA,34.1327,-118.1272,9,51,45,45,46,3/1/2022 0:00,2022,3,1,March,51
Waco-Killeen,TX,31.5558,-97.1309,,,48,,21,3/1/2022 0:00,2022,3,1,March,48
Waikoloa,HI,19.9431,-155.7906,,,,,20,3/1/2022 0:00,2022,3,1,March,20
Wake County,NC,35.878,-78.787,,,50,19,55,3/1/2022 0:00,2022,3,1,March,55
Walla Walla,WA,46.0558,-118.3514,,,,,7,3/1/2022 0:00,2022,3,1,March,7
Wamsutter,WY,41.68,-108.02,,,45,3,,3/1/2022 0:00,2022,3,1,March,45
Ware - Quabbin Summit,MA,42.2983,-72.3347,,,42,,23,3/1/2022 0:00,2022,3,1,March,42
Warner Robins,GA,32.6056,-83.5978,,,,63,157,3/1/2022 0:00,2022,3,1,March,157
Warren County,NC,36.3966,-78.1065,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Washington County,NC,35.8231,-76.5768,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Watauga County,NC,36.2309,-81.6961,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Watertown,SD,44.8997,-97.1288,,,29,13,54,3/1/2022 0:00,2022,3,1,March,54
Watsonville,CA,36.9153,-121.7607,,,40,,42,3/1/2022 0:00,2022,3,1,March,42
Waukesha and Jefferson Counties,WI,43.0118,-88.5217,,,,24,58,3/1/2022 0:00,2022,3,1,March,58
Wayne County,NC,35.3639,-78.0039,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Wenatchee,WA,47.4122,-120.3183,,,,,30,3/1/2022 0:00,2022,3,1,March,30
West Greenwich,RI,41.615,-71.7197,,,45,,33,3/1/2022 0:00,2022,3,1,March,45
West Palm Beach,FL,26.715,-80.062,,,61,,38,3/1/2022 0:00,2022,3,1,March,61
Western Interior,ME,44.2306,-69.785,,,37,,39,3/1/2022 0:00,2022,3,1,March,39
Western Maryland,MD,39.5655,-77.7219,,,45,,54,3/1/2022 0:00,2022,3,1,March,54
Western Mountains,ME,44.8758,-70.4686,,,38,,33,3/1/2022 0:00,2022,3,1,March,38
Western Nevada County,CA,39.2192,-121.0611,,,40,,10,3/1/2022 0:00,2022,3,1,March,40
Western New York Region,NY,42.6595,-79.0628,,,39,,92,3/1/2022 0:00,2022,3,1,March,92
Westmorland,CA,33.0325,-115.6225,,,67,101,59,3/1/2022 0:00,2022,3,1,March,101
Westport,CT,41.1189,-73.3369,,,,,50,3/1/2022 0:00,2022,3,1,March,50
Whiterocks,UT,40.468,-109.9307,,,74,,,3/1/2022 0:00,2022,3,1,March,74
Wichita,KS,37.7011,-97.3139,,,43,67,54,3/1/2022 0:00,2022,3,1,March,67
Wilkes County,NC,36.2061,-81.1632,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Williamsport,PA,41.2412,-77.0011,,,39,,,3/1/2022 0:00,2022,3,1,March,39
Willits,CA,39.4117,-123.3527,,,32,,54,3/1/2022 0:00,2022,3,1,March,54
Willows,CA,39.5239,-122.194,,,40,40,71,3/1/2022 0:00,2022,3,1,March,71
Wilmington,DE,39.7391,-75.5398,,,42,,46,3/1/2022 0:00,2022,3,1,March,46
Wilson County,NC,35.7055,-77.9181,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Winchester,VA,39.15,-78.15,,,45,,54,3/1/2022 0:00,2022,3,1,March,54
Winona,MN,44.0554,-91.6664,,,,,60,3/1/2022 0:00,2022,3,1,March,60
Winthrop,WA,48.4772,-120.1906,,,,,40,3/1/2022 0:00,2022,3,1,March,40
Woodland,CA,38.6784,-121.7741,,,39,,58,3/1/2022 0:00,2022,3,1,March,58
Worcester,MA,42.1908,-71.8761,,,41,,41,3/1/2022 0:00,2022,3,1,March,41
Yacolt,WA,45.8656,-122.4069,,,,,12,3/1/2022 0:00,2022,3,1,March,12
Yadkin County,NC,36.1605,-80.6652,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Yakima,WA,46.5949,-120.5122,,,,18,27,3/1/2022 0:00,2022,3,1,March,27
Yancey County,NC,35.8985,-82.3081,,,50,,55,3/1/2022 0:00,2022,3,1,March,55
Yellowstone National Park,MT,44.5597,-110.4006,,,43,,10,3/1/2022 0:00,2022,3,1,March,43
"York, Chester, and Lancaster",SC,34.9392,-81.0283,,,42,,25,3/1/2022 0:00,2022,3,1,March,42
Yosemite National Park,CA,37.7133,-119.7061,,,44,24,23,3/1/2022 0:00,2022,3,1,March,44
Youngstown,OH,41.0992,-80.6464,,,31,,46,3/1/2022 0:00,2022,3,1,March,46
Yreka,CA,41.7268,-122.6336,,,30,,32,3/1/2022 0:00,2022,3,1,March,32
Yuba City and Marysville,CA,39.1389,-121.6175,,,36,31,75,3/1/2022 0:00,2022,3,1,March,75
Yucca Vly,CA,34.1209,-116.4223,5,27,50,31,17,3/1/2022 0:00,2022,3,1,March,50
Yuma,AZ,32.6902,-114.6144,,,44,62,54,3/1/2022 0:00,2022,3,1,March,62
Zion National Park,UT,37.1983,-113.1506,,,44,,,3/1/2022 0:00,2022,3,1,March,44
Aberdeen,SD,45.468,-98.494,,,,7,,4/1/2022 0:00,2022,4,4,April,7
Adirondacks Region,NY,44.271,-74.2693,,,44,,28,4/1/2022 0:00,2022,4,4,April,44
Aiken-Augusta - SC and GA,SC,33.37,-81.97,,,49,18,46,4/1/2022 0:00,2022,4,4,April,49
Ajo,AZ,32.382,-112.8575,,,,14,,4/1/2022 0:00,2022,4,4,April,14
Alamo Lake State Park,AZ,34.2439,-113.5586,,,44,8,21,4/1/2022 0:00,2022,4,4,April,44
Alba,MO,37.2385,-94.4247,,,35,,,4/1/2022 0:00,2022,4,4,April,35
Albany,GA,31.5776,-84.0998,,,,20,56,4/1/2022 0:00,2022,4,4,April,56
Albuquerque,NM,35.0833,-106.6511,,,45,28,32,4/1/2022 0:00,2022,4,4,April,45
Alexander County,NC,35.9208,-81.1773,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Alexandria,LA,31.3101,-92.4401,,,49,,42,4/1/2022 0:00,2022,4,4,April,49
Alleghany County,NC,36.4912,-81.1287,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Altoona,PA,40.5187,-78.3947,,,34,,44,4/1/2022 0:00,2022,4,4,April,44
Amarillo,TX,35.222,-101.8313,,,49,,11,4/1/2022 0:00,2022,4,4,April,49
Anacortes,WA,48.5205,-122.6142,,,58,,15,4/1/2022 0:00,2022,4,4,April,58
Anchorage,AK,61.2167,-149.9,,,,26,22,4/1/2022 0:00,2022,4,4,April,26
Ann Arbor,MI,42.2754,-83.7308,,,33,,20,4/1/2022 0:00,2022,4,4,April,33
Anson County,NC,34.9736,-80.1025,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Antelope Vly,CA,34.6694,-118.1305,3,25,58,40,70,4/1/2022 0:00,2022,4,4,April,70
Anza Vly,CA,33.577,-116.789,2,10,54,28,52,4/1/2022 0:00,2022,4,4,April,54
Apache Junction,AZ,33.4214,-111.5436,,,70,47,48,4/1/2022 0:00,2022,4,4,April,70
Aquinnah,MA,41.33,-70.79,,,43,,,4/1/2022 0:00,2022,4,4,April,43
Arden Arcade-Del Paso Manor,CA,38.6138,-121.368,,,36,,50,4/1/2022 0:00,2022,4,4,April,50
Ashe County,NC,36.4343,-81.5007,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Ashland,KY,38.4784,-82.6379,,,36,,38,4/1/2022 0:00,2022,4,4,April,38
Ashland County,WI,46.6023,-90.6561,,,43,,15,4/1/2022 0:00,2022,4,4,April,43
Aspen,CO,39.19,-106.82,,,44,,18,4/1/2022 0:00,2022,4,4,April,44
Atascadero,CA,35.49,-120.69,,,44,23,39,4/1/2022 0:00,2022,4,4,April,44
Athens-Clarke County,GA,33.918,-83.3445,,,44,20,45,4/1/2022 0:00,2022,4,4,April,45
Atlanta,GA,33.65,-84.43,,,47,19,46,4/1/2022 0:00,2022,4,4,April,47
Auburn,CA,38.8963,-121.0784,,,45,,38,4/1/2022 0:00,2022,4,4,April,45
Aurora and Elgin,IL,41.9151,-88.3059,,,35,,33,4/1/2022 0:00,2022,4,4,April,35
Austin,TX,30.267,-97.734,,,67,,31,4/1/2022 0:00,2022,4,4,April,67
Avery County,NC,36.0768,-81.9226,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Badlands,SD,43.7456,-101.9412,,,40,8,10,4/1/2022 0:00,2022,4,4,April,40
Baker City,OR,44.7882,-117.8446,,,,,57,4/1/2022 0:00,2022,4,4,April,57
Baker County,FL,30.3931,-82.3018,,,34,,89,4/1/2022 0:00,2022,4,4,April,89
Bakersfield,CA,35.3577,-119.0046,,,31,30,63,4/1/2022 0:00,2022,4,4,April,63
Banning,CA,33.9208,-116.8583,3,25,93,31,70,4/1/2022 0:00,2022,4,4,April,93
Barstow,CA,34.8938,-117.0244,3,42,64,32,46,4/1/2022 0:00,2022,4,4,April,64
Baton Rouge Area,LA,30.449,-91.126,,,71,,54,4/1/2022 0:00,2022,4,4,April,71
Bay and Gulf Counties,FL,30.104,-85.467,,,45,,54,4/1/2022 0:00,2022,4,4,April,54
Beaufort County,NC,35.4941,-76.8591,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Beaumont-Port Arthur,TX,30.083,-94.1,,,51,,33,4/1/2022 0:00,2022,4,4,April,51
Beaverton,OR,45.4702,-122.8159,,,,,14,4/1/2022 0:00,2022,4,4,April,14
Belle Glade,FL,26.7241,-80.663,,,,,55,4/1/2022 0:00,2022,4,4,April,55
Bellingham,WA,48.7625,-122.4419,,,35,,20,4/1/2022 0:00,2022,4,4,April,35
Bend and Redmond,OR,44.0639,-121.3126,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Bennington,VT,42.8975,-73.2508,,,46,,47,4/1/2022 0:00,2022,4,4,April,47
Benton Harbor,MI,42.1167,-86.4542,,,39,,24,4/1/2022 0:00,2022,4,4,April,39
Bertie County,NC,36.0659,-76.9767,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Beulah,ND,47.2986,-101.7669,,,37,7,18,4/1/2022 0:00,2022,4,4,April,37
Big Bear Lake,CA,34.1734,-116.8851,4,26,77,35,42,4/1/2022 0:00,2022,4,4,April,77
Big Bend,TX,29.3025,-103.1781,,,45,,13,4/1/2022 0:00,2022,4,4,April,45
Big Horn County,WY,44.28,-108.04,,,43,,,4/1/2022 0:00,2022,4,4,April,43
Big Piney,WY,42.49,-110.1,,,45,,,4/1/2022 0:00,2022,4,4,April,45
Billings,MT,45.7822,-108.5115,,,,,10,4/1/2022 0:00,2022,4,4,April,10
Birmingham,AL,33.56,-86.75,,,50,17,52,4/1/2022 0:00,2022,4,4,April,52
Bishop,CA,37.3615,-118.3952,,,39,17,17,4/1/2022 0:00,2022,4,4,April,39
Bismarck,ND,46.8253,-100.7681,,,32,10,21,4/1/2022 0:00,2022,4,4,April,32
Bladen County,NC,34.6147,-78.5632,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Bloomington and Normal,IL,40.493,-88.9803,,,37,,28,4/1/2022 0:00,2022,4,4,April,37
Boise,ID,43.6361,-116.2033,,,45,26,24,4/1/2022 0:00,2022,4,4,April,45
Bonne Terre,MO,37.9008,-90.4239,,,35,,,4/1/2022 0:00,2022,4,4,April,35
Boston,MA,42.351,-71.051,,,41,,44,4/1/2022 0:00,2022,4,4,April,44
Boulder,WY,42.7462,-109.7206,,,46,8,,4/1/2022 0:00,2022,4,4,April,46
Bowling Green,KY,36.9685,-86.4808,,,26,,44,4/1/2022 0:00,2022,4,4,April,44
Bozeman,MT,45.6838,-111.0563,,,,,30,4/1/2022 0:00,2022,4,4,April,30
Brainerd,MN,46.3944,-94.1433,,,38,,28,4/1/2022 0:00,2022,4,4,April,38
Brawley,CA,32.9783,-115.5383,,,80,53,70,4/1/2022 0:00,2022,4,4,April,80
Bremerton-Silverdale-Bainbridge Island,WA,47.64,-122.647,,,,,29,4/1/2022 0:00,2022,4,4,April,29
Bridgeport,CT,41.184,-73.19,,,47,,59,4/1/2022 0:00,2022,4,4,April,59
Brigantine,NJ,39.4647,-74.4489,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Broadus,MT,45.4403,-105.3703,,,40,48,26,4/1/2022 0:00,2022,4,4,April,48
Brockton,MA,42.065,-71.013,,,44,,47,4/1/2022 0:00,2022,4,4,April,47
Brookings,SD,44.3486,-96.8073,,,35,6,18,4/1/2022 0:00,2022,4,4,April,35
Broward County,FL,26.0102,-80.1951,,,41,34,55,4/1/2022 0:00,2022,4,4,April,55
Brownsville-McAllen,TX,26.19,-97.69,,,58,,77,4/1/2022 0:00,2022,4,4,April,77
Brunswick,GA,31.1696,-81.4952,,,31,24,49,4/1/2022 0:00,2022,4,4,April,49
Brunswick County,NC,34.0705,-78.2378,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Bryan-College Station,TX,30.6199,-96.326,,,,,22,4/1/2022 0:00,2022,4,4,April,22
Bullhead City,AZ,35.1661,-114.5661,,,,14,,4/1/2022 0:00,2022,4,4,April,14
Buncombe County,NC,35.595,-82.551,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Burke County,NC,35.7494,-81.7052,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Burlington,VT,44.467,-73.201,,,46,,47,4/1/2022 0:00,2022,4,4,April,47
Burns,OR,43.5893,-119.0487,,,,,35,4/1/2022 0:00,2022,4,4,April,35
Butte,AK,61.548,-149.0267,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Butte,MT,46.0024,-112.5009,,,,16,,4/1/2022 0:00,2022,4,4,April,16
C San Bernardino,CA,34.113,-117.371,5,25,71,42,53,4/1/2022 0:00,2022,4,4,April,71
C San Bernardino M,CA,34.2413,-117.2755,4,29,93,39,46,4/1/2022 0:00,2022,4,4,April,93
Cabarrus County,NC,35.3873,-80.5513,,,61,,55,4/1/2022 0:00,2022,4,4,April,61
Calaveras County,CA,38.2019,-120.6803,,,32,11,25,4/1/2022 0:00,2022,4,4,April,32
Caldwell County,NC,35.953,-81.5466,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Calexico,CA,32.6761,-115.4833,,,80,53,70,4/1/2022 0:00,2022,4,4,April,80
Camden,NJ,39.9228,-75.0972,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Camden County,NC,36.3866,-76.2055,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Canton and Massillon,OH,40.7949,-81.4576,,,35,,40,4/1/2022 0:00,2022,4,4,April,40
Canyonlands National Park,UT,38.4583,-109.8211,,,49,,,4/1/2022 0:00,2022,4,4,April,49
Capistrano Vly,CA,33.5493,-117.5715,3,13,44,19,54,4/1/2022 0:00,2022,4,4,April,54
Carlsbad,NM,32.38,-104.2622,,,50,,,4/1/2022 0:00,2022,4,4,April,50
Carmel Valley,CA,36.4833,-121.7319,,,32,,54,4/1/2022 0:00,2022,4,4,April,54
Carpinteria,CA,34.4027,-119.4575,,,21,,,4/1/2022 0:00,2022,4,4,April,21
Carrizo Plains,CA,35.32,-120,,,46,26,36,4/1/2022 0:00,2022,4,4,April,46
Carson City,NV,39.1448,-119.7664,,,44,,18,4/1/2022 0:00,2022,4,4,April,44
Carteret County,NC,34.8273,-76.6551,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Casa Grande,AZ,32.8775,-111.8522,,,70,47,48,4/1/2022 0:00,2022,4,4,April,70
Cascade foothills of King County,WA,47.4902,-121.7727,,,,,7,4/1/2022 0:00,2022,4,4,April,7
Cascade foothills of east King-Pierce counties,WA,47.1411,-121.9367,,,36,,29,4/1/2022 0:00,2022,4,4,April,36
Casper,WY,42.82,-106.37,,,40,,17,4/1/2022 0:00,2022,4,4,April,40
Catawba County,NC,35.739,-81.326,,,51,,55,4/1/2022 0:00,2022,4,4,April,55
Catawba Indian Nation,SC,34.9126,-80.8743,,,42,,36,4/1/2022 0:00,2022,4,4,April,42
Cave Junction,OR,42.1617,-123.6484,,,,,11,4/1/2022 0:00,2022,4,4,April,11
Central Coastal,CA,33.5924,-117.7724,3,17,44,18,54,4/1/2022 0:00,2022,4,4,April,54
Central LA CO,CA,34.0663,-118.2266,5,22,44,31,55,4/1/2022 0:00,2022,4,4,April,55
Central New York Region,NY,42.8049,-76.3589,,,43,,38,4/1/2022 0:00,2022,4,4,April,43
Central Orange,CA,33.813,-117.964,5,20,42,19,37,4/1/2022 0:00,2022,4,4,April,42
Chaco Culture National Historical Park,NM,36.035,-107.9042,,,42,,,4/1/2022 0:00,2022,4,4,April,42
Champaign,IL,40.1112,-88.2559,,,31,,19,4/1/2022 0:00,2022,4,4,April,31
Charleston,SC,32.8,-79.95,,,48,32,58,4/1/2022 0:00,2022,4,4,April,58
Chatham County,NC,35.7027,-79.2555,,,50,,50,4/1/2022 0:00,2022,4,4,April,50
Chattanooga,TN,35.0433,-85.31,,,50,19,46,4/1/2022 0:00,2022,4,4,April,50
Cheeka Peak,WA,48.3,-124.6263,,,40,,5,4/1/2022 0:00,2022,4,4,April,40
Chehalis,WA,46.6641,-122.9673,,,,,13,4/1/2022 0:00,2022,4,4,April,13
Chelan,WA,47.8386,-120.0231,,,,,16,4/1/2022 0:00,2022,4,4,April,16
Chelmsford,MA,42.5998,-71.3673,,,38,,41,4/1/2022 0:00,2022,4,4,April,41
Chelsea,MA,42.387,-71.026,,,,,45,4/1/2022 0:00,2022,4,4,April,45
Cherokee County,NC,35.1338,-84.0639,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Chester,NJ,40.7872,-74.6775,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Cheyenne,WY,41.18,-104.78,,,43,7,19,4/1/2022 0:00,2022,4,4,April,43
Chicago,IL,41.964,-87.659,,,42,,55,4/1/2022 0:00,2022,4,4,April,55
Chico,CA,39.7575,-121.8422,,,39,12,12,4/1/2022 0:00,2022,4,4,April,39
Chiloquin,OR,42.5776,-121.8661,,,,,13,4/1/2022 0:00,2022,4,4,April,13
Chiricahua National Park,AZ,32.0092,-109.3891,,,48,,,4/1/2022 0:00,2022,4,4,April,48
Chowan County,NC,36.1491,-76.6078,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Cincinnati,OH,39.104,-84.523,,,45,10,50,4/1/2022 0:00,2022,4,4,April,50
Citrus County,FL,28.88,-82.52,,,33,,52,4/1/2022 0:00,2022,4,4,April,52
City of Maricopa,AZ,33.0589,-112.0469,,,70,47,48,4/1/2022 0:00,2022,4,4,April,70
City of North Miami,FL,25.895,-80.1858,,,42,,,4/1/2022 0:00,2022,4,4,April,42
Clackamas,OR,45.41,-122.57,,,,,25,4/1/2022 0:00,2022,4,4,April,25
Clarksboro,NJ,39.7992,-75.2183,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Clarkston,WA,46.4255,-117.0597,,,,,12,4/1/2022 0:00,2022,4,4,April,12
Clarksville-Montgomery County,TN,36.53,-87.36,,,46,,37,4/1/2022 0:00,2022,4,4,April,46
Clay County,NC,35.0575,-83.7505,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Cleveland,MS,33.744,-90.7248,,,36,,33,4/1/2022 0:00,2022,4,4,April,36
Cleveland County,NC,35.3339,-81.5555,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Cleveland-Akron-Lorain,OH,41.0814,-81.519,,,36,20,33,4/1/2022 0:00,2022,4,4,April,36
Coachella Vly,CA,33.7684,-116.375,2,10,74,37,50,4/1/2022 0:00,2022,4,4,April,74
Cody,WY,44.5263,-109.0565,,,,,54,4/1/2022 0:00,2022,4,4,April,54
Coeur d'Alene,ID,47.6822,-116.7653,,,,,20,4/1/2022 0:00,2022,4,4,April,20
Coeur d'Alene Reservation,ID,47.3387,-116.8846,,,,,14,4/1/2022 0:00,2022,4,4,April,14
Colfax,CA,39.1003,-120.9528,,,44,,38,4/1/2022 0:00,2022,4,4,April,44
Colorado River Valley,CO,39.497,-107.939,,,43,,,4/1/2022 0:00,2022,4,4,April,43
Colorado Springs,CO,38.7789,-104.792,,,46,,12,4/1/2022 0:00,2022,4,4,April,46
Columbia,SC,34.039,-80.886,,,50,,38,4/1/2022 0:00,2022,4,4,April,50
Columbia and Suwannee Counties,FL,30.174,-82.793,,,33,,89,4/1/2022 0:00,2022,4,4,April,89
Columbus,OH,39.989,-82.987,,,44,,50,4/1/2022 0:00,2022,4,4,April,50
Columbus County,NC,34.2659,-78.6552,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Columbus-Phenix City - GA and AL,AL,32.521,-84.9446,,,36,16,38,4/1/2022 0:00,2022,4,4,April,38
Colville,WA,48.5447,-117.9036,,,,25,15,4/1/2022 0:00,2022,4,4,April,25
Concord,CA,37.97,-122.03,,,45,,30,4/1/2022 0:00,2022,4,4,April,45
Confederated Tribes and Bands of Yakama Nations,WA,46.3802,-120.3327,,,,,20,4/1/2022 0:00,2022,4,4,April,20
Conway,NH,44.0507,-71.2853,,,31,,23,4/1/2022 0:00,2022,4,4,April,31
Cool,CA,38.8909,-121.0034,,,40,,,4/1/2022 0:00,2022,4,4,April,40
"Coos, Lower Umpqua, and Siuslaw Indians of Oregon",OR,43.3819,-124.2639,,,,,14,4/1/2022 0:00,2022,4,4,April,14
Corpus Christi,TX,27.8,-97.384,,,50,,66,4/1/2022 0:00,2022,4,4,April,66
Corvallis,OR,44.5884,-123.2673,,,,,23,4/1/2022 0:00,2022,4,4,April,23
Coso Junction,CA,36.0446,-117.9452,,,,12,,4/1/2022 0:00,2022,4,4,April,12
Cottage Grove,OR,43.7995,-123.0535,,,,,16,4/1/2022 0:00,2022,4,4,April,16
Cottonwood (seasonal),ID,46.0632,-116.3482,,,,,17,4/1/2022 0:00,2022,4,4,April,17
Coyote,NM,36.1877,-106.6984,,,40,,,4/1/2022 0:00,2022,4,4,April,40
Craters of the Moon National Monument,ID,43.4606,-113.5622,,,39,,,4/1/2022 0:00,2022,4,4,April,39
Craven County,NC,35.1235,-77.0913,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Cumberland County,NC,35.072,-78.9,,,45,23,50,4/1/2022 0:00,2022,4,4,April,50
Currituck County,NC,36.4032,-76.0041,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Custer,WA,48.916,-122.639,,,35,,6,4/1/2022 0:00,2022,4,4,April,35
Cut Bank (seasonal),MT,48.6,-112.36,,,,,4,4/1/2022 0:00,2022,4,4,April,4
Dallas,OR,44.92,-123.32,,,,,12,4/1/2022 0:00,2022,4,4,April,12
Dallas-Fort Worth,TX,32.767,-96.783,,,64,,22,4/1/2022 0:00,2022,4,4,April,64
Dalton,GA,34.7851,-84.6265,,,38,,,4/1/2022 0:00,2022,4,4,April,38
Danbury,CT,41.4014,-73.4464,,,42,23,52,4/1/2022 0:00,2022,4,4,April,52
"Dane, Columbia, and Sauk Counties",WI,43.2314,-89.3956,,,38,7,19,4/1/2022 0:00,2022,4,4,April,38
Daniel South,WY,42.79,-110.05,,,48,6,,4/1/2022 0:00,2022,4,4,April,48
Dare County,NC,35.7632,-75.7824,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Darrington,WA,48.248,-121.6032,,,,,29,4/1/2022 0:00,2022,4,4,April,29
Davenport,CA,37.0119,-122.1933,,,30,,50,4/1/2022 0:00,2022,4,4,April,50
Davis,CA,38.5448,-121.7411,,,37,,46,4/1/2022 0:00,2022,4,4,April,46
Dayton,OH,39.7591,-84.1913,,,43,,55,4/1/2022 0:00,2022,4,4,April,55
Daytona Beach,FL,29.2072,-81.0378,,,38,27,52,4/1/2022 0:00,2022,4,4,April,52
Death Valley,CA,36.2637,-116.8412,,,42,,,4/1/2022 0:00,2022,4,4,April,42
Death Valley National Park,CA,36.5092,-116.8481,,,44,,,4/1/2022 0:00,2022,4,4,April,44
Decatur,IL,39.8529,-88.9369,,,32,,21,4/1/2022 0:00,2022,4,4,April,32
Delaware,DE,39.0647,-75.579,,,43,,51,4/1/2022 0:00,2022,4,4,April,51
Deming,NM,32.2558,-107.7227,,,,14,,4/1/2022 0:00,2022,4,4,April,14
Denver-Boulder,CO,39.9003,-105.042,,,54,46,31,4/1/2022 0:00,2022,4,4,April,54
Des Moines,IA,41.535,-93.66,,,31,,20,4/1/2022 0:00,2022,4,4,April,31
Detroit,MI,42.233,-83.333,,,35,17,29,4/1/2022 0:00,2022,4,4,April,35
Detroit Lakes,MN,46.8511,-95.8467,,,41,,20,4/1/2022 0:00,2022,4,4,April,41
Dillon (seasonal),MT,45.2,-112.64,,,,,7,4/1/2022 0:00,2022,4,4,April,7
Dinosaur National Monument,UT,40.4372,-109.3047,,,45,,,4/1/2022 0:00,2022,4,4,April,45
Dodge and Fond du Lac Counties,WI,43.5768,-88.5216,,,37,7,20,4/1/2022 0:00,2022,4,4,April,37
Dona Ana County,NM,31.9187,-106.633,,,44,36,18,4/1/2022 0:00,2022,4,4,April,44
Door County,WI,45.2384,-86.994,,,40,,,4/1/2022 0:00,2022,4,4,April,40
Douglas,AZ,31.3492,-109.5397,,,,50,,4/1/2022 0:00,2022,4,4,April,50
Douglas,WY,42.76,-105.38,,,43,,,4/1/2022 0:00,2022,4,4,April,43
Downeast Coast,ME,44.5319,-67.5959,,,46,,,4/1/2022 0:00,2022,4,4,April,46
Duluth,MN,46.7438,-92.1669,,,39,,38,4/1/2022 0:00,2022,4,4,April,39
Duplin County,NC,34.9365,-77.9329,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Durham County,NC,36.0359,-78.8768,,,51,22,50,4/1/2022 0:00,2022,4,4,April,51
