reporting_area,state_code,lat,lang,CO,NO2,OZONE,PM10,PM2.5,date,year,month,weekday,month_name,AQI
E San Bernardino,CA,34.0588,-117.1477,5,26,74,39,57,4/1/2022 0:00,2022,4,4,April,74
E San Fernando Vly,CA,34.1758,-118.3169,6,18,45,31,59,4/1/2022 0:00,2022,4,4,April,59
E San Gabriel Vly,CA,34.13,-117.89,5,20,46,31,58,4/1/2022 0:00,2022,4,4,April,58
Eagle River,AK,61.3124,-149.5678,,,,58,,4/1/2022 0:00,2022,4,4,April,58
East Riverside CO,CA,33.8077,-115.457,2,11,46,25,25,4/1/2022 0:00,2022,4,4,April,46
Eastern Interior,ME,45.022,-68.7723,,,43,,15,4/1/2022 0:00,2022,4,4,April,43
Eastern Lake Ontario Region,NY,43.5263,-76.8398,,,41,,43,4/1/2022 0:00,2022,4,4,April,43
Eastern U.P.,MI,46.3456,-85.9453,,,40,,19,4/1/2022 0:00,2022,4,4,April,40
Eau Claire County,WI,44.7625,-91.4145,,,35,7,20,4/1/2022 0:00,2022,4,4,April,35
Edgecombe County,NC,35.9382,-77.7905,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
El Centro,CA,32.6761,-115.4833,,,80,53,70,4/1/2022 0:00,2022,4,4,April,80
El Dorado Springs,MO,37.701,-94.0347,,,37,,29,4/1/2022 0:00,2022,4,4,April,37
El Paso,TX,31.8493,-106.4375,,,45,22,60,4/1/2022 0:00,2022,4,4,April,60
Elizabethtown,KY,37.71,-85.85,,,26,,40,4/1/2022 0:00,2022,4,4,April,40
Elk Grove,CA,38.4086,-121.3733,,,31,,50,4/1/2022 0:00,2022,4,4,April,50
Elko,NV,40.8324,-115.7631,,,,19,,4/1/2022 0:00,2022,4,4,April,19
Ellensburg,WA,46.9936,-120.545,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Eloy,AZ,32.7576,-111.5549,,,70,47,48,4/1/2022 0:00,2022,4,4,April,70
Ely,MN,47.9464,-91.4953,,,42,,16,4/1/2022 0:00,2022,4,4,April,42
Enoch,UT,37.7432,-113.0549,,,39,,16,4/1/2022 0:00,2022,4,4,April,39
Enterprise,OR,45.4264,-117.2961,,,,,27,4/1/2022 0:00,2022,4,4,April,27
Erie,PA,42.1292,-80.0851,,,33,,39,4/1/2022 0:00,2022,4,4,April,39
Estacada,OR,45.29,-122.33,,,,,21,4/1/2022 0:00,2022,4,4,April,21
Eugene and Springfield,OR,44.0264,-123.0822,,,,,23,4/1/2022 0:00,2022,4,4,April,23
Eureka,CA,40.8021,-124.1637,,,,35,,4/1/2022 0:00,2022,4,4,April,35
Evansville,IN,38.022,-87.569,,,31,14,45,4/1/2022 0:00,2022,4,4,April,45
Everett-Marysville-Lynnwood,WA,48.0551,-122.1758,,,,,29,4/1/2022 0:00,2022,4,4,April,29
Fairbanks,AK,64.8436,-147.7231,,,40,18,10,4/1/2022 0:00,2022,4,4,April,40
Fairfield,CA,38.25,-122.04,,,45,,44,4/1/2022 0:00,2022,4,4,April,45
Fairhaven,MA,41.6353,-70.8814,,,44,,,4/1/2022 0:00,2022,4,4,April,44
Fall River,MA,41.6853,-71.1664,,,45,,49,4/1/2022 0:00,2022,4,4,April,49
Fallon,NV,39.4725,-118.7836,,,40,,,4/1/2022 0:00,2022,4,4,April,40
Fargo,ND,46.9336,-96.8547,,,35,,23,4/1/2022 0:00,2022,4,4,April,35
Farrar,MO,37.7026,-89.6986,,,38,,,4/1/2022 0:00,2022,4,4,April,38
Fernley,NV,39.6027,-119.2479,,,37,,,4/1/2022 0:00,2022,4,4,April,37
Flagstaff,AZ,35.2061,-111.6528,,,46,,,4/1/2022 0:00,2022,4,4,April,46
Flathead Valley,MT,48.3637,-114.1893,,,,46,11,4/1/2022 0:00,2022,4,4,April,46
Flemington,NJ,40.5167,-74.81,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Flint,MI,43.0146,-83.6959,,,36,,13,4/1/2022 0:00,2022,4,4,April,36
Florence,OR,43.9896,-124.1093,,,,,12,4/1/2022 0:00,2022,4,4,April,12
Florence and Darlington,SC,34.18,-79.72,,,47,,36,4/1/2022 0:00,2022,4,4,April,47
Folsom,CA,38.6767,-121.1461,,,40,,50,4/1/2022 0:00,2022,4,4,April,50
Fond du Lac,MN,46.71,-92.51,,,39,,8,4/1/2022 0:00,2022,4,4,April,39
Forsyth County-Winston-Salem-Greensboro-High Point,NC,36.051,-80.144,,,45,13,47,4/1/2022 0:00,2022,4,4,April,47
Fort Bragg,CA,39.4373,-123.7877,,,31,34,,4/1/2022 0:00,2022,4,4,April,34
Fort Collins,CO,40.4988,-105.034,,,46,17,20,4/1/2022 0:00,2022,4,4,April,46
Fort Lee,NJ,40.8544,-73.9683,,,45,,58,4/1/2022 0:00,2022,4,4,April,58
Fort Myers,FL,26.6317,-81.8572,,,35,,51,4/1/2022 0:00,2022,4,4,April,51
Fort Pierce,FL,27.4389,-80.3356,,,42,,56,4/1/2022 0:00,2022,4,4,April,56
Fort Wayne,IN,41.095,-85.1,,,31,,,4/1/2022 0:00,2022,4,4,April,31
Four Corners Area,CO,37.299,-108.637,,,44,,,4/1/2022 0:00,2022,4,4,April,44
Franklin County,NC,36.0827,-78.2854,,,50,,50,4/1/2022 0:00,2022,4,4,April,50
Fremont,CA,37.55,-122.03,,,42,,47,4/1/2022 0:00,2022,4,4,April,47
Fresno,CA,36.7806,-119.7929,,,42,27,61,4/1/2022 0:00,2022,4,4,April,61
Gainesville,GA,34.2993,-83.8134,,,,20,43,4/1/2022 0:00,2022,4,4,April,43
Garden Valley,ID,44.1047,-115.9731,,,,,13,4/1/2022 0:00,2022,4,4,April,13
Gardnerville,NV,38.8976,-119.7321,,,,,22,4/1/2022 0:00,2022,4,4,April,22
Gaston County,NC,35.2943,-81.1801,,,54,,55,4/1/2022 0:00,2022,4,4,April,55
Gates County,NC,36.4447,-76.7003,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Gaviota Coast,CA,34.4897,-120.0469,,,37,17,,4/1/2022 0:00,2022,4,4,April,37
Gila River Indian Community,AZ,33.0695,-111.7601,,,46,24,,4/1/2022 0:00,2022,4,4,April,46
Gillette,WY,44.29,-105.5,,,42,,21,4/1/2022 0:00,2022,4,4,April,42
Glacier National Park,MT,48.51,-113.99,,,36,,,4/1/2022 0:00,2022,4,4,April,36
Goleta,CA,34.4453,-119.8277,,,31,31,43,4/1/2022 0:00,2022,4,4,April,43
Graham County,NC,35.3501,-83.833,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Grand Canyon National Park,AZ,36.055,-112.1531,,,46,,,4/1/2022 0:00,2022,4,4,April,46
Grand Island,NE,40.9183,-98.3789,,,,,25,4/1/2022 0:00,2022,4,4,April,25
Grand Junction,CO,39.0666,-108.5625,,,43,,13,4/1/2022 0:00,2022,4,4,April,43
Grand Portage,MN,47.9721,-89.6908,,,36,,5,4/1/2022 0:00,2022,4,4,April,36
Grand Rapids,MI,42.833,-85.517,,,38,11,26,4/1/2022 0:00,2022,4,4,April,38
Grangeville,ID,45.9274,-116.1059,,,,,20,4/1/2022 0:00,2022,4,4,April,20
Grant County,WI,42.693,-90.9681,,,,,27,4/1/2022 0:00,2022,4,4,April,27
Grants Pass,OR,42.434,-123.348,,,,,13,4/1/2022 0:00,2022,4,4,April,13
Granville County,NC,36.3039,-78.653,,,50,22,50,4/1/2022 0:00,2022,4,4,April,50
Great Falls,MT,47.4943,-111.3033,,,,,8,4/1/2022 0:00,2022,4,4,April,8
Great Smoky Mtns. Natl. Park - TN,TN,35.6331,-83.9415,,,48,,50,4/1/2022 0:00,2022,4,4,April,50
Greeley,CO,40.4667,-104.7225,,,46,,17,4/1/2022 0:00,2022,4,4,April,46
Greenbrier County,WV,37.9081,-80.6328,,,38,,,4/1/2022 0:00,2022,4,4,April,38
Greene County,NC,35.485,-77.6759,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Greenfield,MA,42.6058,-72.5967,,,35,,53,4/1/2022 0:00,2022,4,4,April,53
Greenville-Spartanburg,SC,34.919,-82.149,,,50,19,42,4/1/2022 0:00,2022,4,4,April,50
Greenwich,CT,41.0036,-73.5853,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Gridley,CA,39.3083,-121.7583,,,,,19,4/1/2022 0:00,2022,4,4,April,19
Guanajuato,MX,20.58,-101.2,,,77,77,87,4/1/2022 0:00,2022,4,4,April,87
Hagerstown Region,MD,39.6116,-77.9143,,,43,,42,4/1/2022 0:00,2022,4,4,April,43
Halifax County,NC,36.2573,-77.6513,,,50,,50,4/1/2022 0:00,2022,4,4,April,50
Hamilton,MT,46.2436,-114.1589,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Hamilton County,FL,30.476,-82.95,,,33,,89,4/1/2022 0:00,2022,4,4,April,89
Hammond-Gary,IN,41.631,-87.087,,,36,13,,4/1/2022 0:00,2022,4,4,April,36
Hampton Roads,VA,36.9,-76.19,,,41,,46,4/1/2022 0:00,2022,4,4,April,46
Hanford,CA,36.325,-119.647,,,45,23,57,4/1/2022 0:00,2022,4,4,April,57
Hannover,ND,47.1858,-101.4281,,,40,,27,4/1/2022 0:00,2022,4,4,April,40
Harnett County,NC,35.3688,-78.8698,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Hartford,CT,41.785,-72.63,,,44,22,50,4/1/2022 0:00,2022,4,4,April,50
Hattiesburg,MS,31.3271,-89.2903,,,,,57,4/1/2022 0:00,2022,4,4,April,57
Haverhill,MA,42.7736,-71.105,,,42,,37,4/1/2022 0:00,2022,4,4,April,42
Hayden,AZ,33.0063,-110.7865,,,,43,,4/1/2022 0:00,2022,4,4,April,43
Haywood County,NC,35.5558,-82.9821,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Hazard,KY,37.28,-83.22,,,42,,56,4/1/2022 0:00,2022,4,4,April,56
Helena,MT,46.596,-112.027,,,43,,16,4/1/2022 0:00,2022,4,4,April,43
Hemet and San Jacinto,CA,33.7783,-116.9127,3,25,67,33,52,4/1/2022 0:00,2022,4,4,April,67
Henderson County,NC,35.3363,-82.4805,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Hermiston,OR,45.84,-119.29,,,,,16,4/1/2022 0:00,2022,4,4,April,16
Hernando,MS,34.8275,-89.9889,,,50,,36,4/1/2022 0:00,2022,4,4,April,50
Hertford County,NC,36.3589,-76.9821,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Hesperia,CA,34.4163,-117.2855,4,31,84,29,46,4/1/2022 0:00,2022,4,4,April,84
Hidden Valley,AZ,32.8848,-112.037,,,,71,48,4/1/2022 0:00,2022,4,4,April,71
High Elevations of Acadia National Park,ME,44.3127,-68.2069,,,48,,,4/1/2022 0:00,2022,4,4,April,48
Highlands County,FL,27.34,-81.34,,,35,,53,4/1/2022 0:00,2022,4,4,April,53
Hillsboro,OR,45.5285,-122.9724,,,,,19,4/1/2022 0:00,2022,4,4,April,19
Hilo,HI,19.7175,-155.1103,,,,,16,4/1/2022 0:00,2022,4,4,April,16
Hobbs,NM,32.7268,-103.123,,,49,,60,4/1/2022 0:00,2022,4,4,April,60
Hoke County,NC,35.0177,-79.2371,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Holiday,FL,28.3789,-82.4288,,,39,,,4/1/2022 0:00,2022,4,4,April,39
Hollister,CA,36.8442,-121.361,,,31,22,34,4/1/2022 0:00,2022,4,4,April,34
"Holmes, Jackson, and Washington Counties",FL,30.732,-85.571,,,44,,58,4/1/2022 0:00,2022,4,4,April,58
Honolulu,HI,21.3046,-157.8601,,,32,7,12,4/1/2022 0:00,2022,4,4,April,32
Hood River,OR,45.7,-121.53,,,,,16,4/1/2022 0:00,2022,4,4,April,16
Houghton Lake,MI,44.3147,-84.7647,,,36,,36,4/1/2022 0:00,2022,4,4,April,36
Houston-Galveston-Brazoria,TX,29.751,-95.351,,,64,,42,4/1/2022 0:00,2022,4,4,April,64
Huntington,WV,38.4253,-82.4253,,,36,,,4/1/2022 0:00,2022,4,4,April,36
Huntsville,AL,34.69,-86.59,,,47,,42,4/1/2022 0:00,2022,4,4,April,47
Hurricane,UT,37.1786,-113.305,,,44,,23,4/1/2022 0:00,2022,4,4,April,44
Hyde County,NC,35.5193,-76.2464,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Idaho City,ID,43.823,-115.8386,,,,,36,4/1/2022 0:00,2022,4,4,April,36
Idaho Falls,ID,43.5183,-111.9792,,,,,20,4/1/2022 0:00,2022,4,4,April,20
Imperial Valley,CA,32.7919,-115.5637,,,80,53,70,4/1/2022 0:00,2022,4,4,April,80
Indiana County,PA,40.6851,-79.1097,,,44,,49,4/1/2022 0:00,2022,4,4,April,49
Indianapolis,IN,39.749,-86.186,,,29,13,28,4/1/2022 0:00,2022,4,4,April,29
Indio - Twenty Nine Palms Reservation,CA,33.7197,-116.1897,,,51,26,38,4/1/2022 0:00,2022,4,4,April,51
Iredell County,NC,35.8066,-80.8735,,,61,,55,4/1/2022 0:00,2022,4,4,April,61
Jackson,MS,32.3302,-90.166,,,50,14,28,4/1/2022 0:00,2022,4,4,April,50
Jackson County,NC,35.2875,-83.141,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Jacksonville,FL,30.335,-81.658,,,36,24,53,4/1/2022 0:00,2022,4,4,April,53
Jefferson City,MO,38.7061,-92.0931,,,33,,,4/1/2022 0:00,2022,4,4,April,33
John Day,OR,44.418,-118.9513,,,,,63,4/1/2022 0:00,2022,4,4,April,63
Johnson County,WY,43.87,-106.51,,,40,7,,4/1/2022 0:00,2022,4,4,April,40
Johnston County,NC,35.5184,-78.3651,,,50,,50,4/1/2022 0:00,2022,4,4,April,50
Johnstown,PA,40.3267,-78.922,,,41,,56,4/1/2022 0:00,2022,4,4,April,56
Joliet and Will County,IL,41.4681,-87.9734,,,36,,19,4/1/2022 0:00,2022,4,4,April,36
Jones County,NC,35.0222,-77.3559,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Joshua Tree National Park,CA,34.0714,-116.3906,,,49,,,4/1/2022 0:00,2022,4,4,April,49
Juel Spring,WY,42.37,-109.56,,,47,,,4/1/2022 0:00,2022,4,4,April,47
Kahului,HI,20.8695,-156.4924,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Kalamazoo,MI,42.2747,-85.5883,,,35,,24,4/1/2022 0:00,2022,4,4,April,35
Kamiah - Nez Perce Reservation,ID,46.2094,-116.0274,,,,,11,4/1/2022 0:00,2022,4,4,April,11
Kansas City,MO,39.122,-94.552,,,44,66,48,4/1/2022 0:00,2022,4,4,April,66
Kapolei,HI,21.3236,-158.0886,,,,17,18,4/1/2022 0:00,2022,4,4,April,18
Keene,NH,42.9306,-72.2778,,,35,,39,4/1/2022 0:00,2022,4,4,April,39
Kemmerer,WY,41.78,-110.54,,,41,12,13,4/1/2022 0:00,2022,4,4,April,41
Kennewick,WA,46.2183,-119.2015,,,,16,10,4/1/2022 0:00,2022,4,4,April,16
Kenosha and Racine Counties,WI,42.6258,-87.8306,,,44,,15,4/1/2022 0:00,2022,4,4,April,44
Ketchum,ID,43.6826,-114.3711,,,,,10,4/1/2022 0:00,2022,4,4,April,10
King City,CA,36.2092,-121.126,,,33,27,46,4/1/2022 0:00,2022,4,4,April,46
Klamath Falls,OR,42.1904,-121.7313,,,,,18,4/1/2022 0:00,2022,4,4,April,18
Knoxville,TN,35.975,-83.946,,,48,,50,4/1/2022 0:00,2022,4,4,April,50
Kona,HI,19.5097,-155.9133,,,,,32,4/1/2022 0:00,2022,4,4,April,32
Kootenai Tribe,ID,48.7056,-116.3689,,,,,11,4/1/2022 0:00,2022,4,4,April,11
La Crosse County,WI,43.7775,-91.2269,,,34,,25,4/1/2022 0:00,2022,4,4,April,34
La Grande,OR,45.3239,-118.0939,,,,,15,4/1/2022 0:00,2022,4,4,April,15
La Pine,OR,43.67,-121.5,,,,,17,4/1/2022 0:00,2022,4,4,April,17
Laconia,NH,43.5728,-71.4189,,,31,,23,4/1/2022 0:00,2022,4,4,April,31
Lacrosse,WA,46.8153,-117.8739,,,,,11,4/1/2022 0:00,2022,4,4,April,11
Lafayette,LA,30.2258,-92.0428,,,54,,50,4/1/2022 0:00,2022,4,4,April,54
Lake Charles,LA,30.2278,-93.5797,,,51,,42,4/1/2022 0:00,2022,4,4,April,51
Lake County,FL,28.703,-81.779,,,,,56,4/1/2022 0:00,2022,4,4,April,56
Lake County,IL,42.3243,-87.9317,,,41,,,4/1/2022 0:00,2022,4,4,April,41
Lake Elsinore,CA,33.6763,-117.3308,4,10,61,19,37,4/1/2022 0:00,2022,4,4,April,61
Lakeland,FL,28.0292,-81.9722,,,33,33,50,4/1/2022 0:00,2022,4,4,April,50
Lakeview,OR,42.1892,-120.354,,,,,10,4/1/2022 0:00,2022,4,4,April,10
Lander,WY,42.833,-108.7307,,,,,16,4/1/2022 0:00,2022,4,4,April,16
Lansing,MI,42.7408,-84.5447,,,32,,23,4/1/2022 0:00,2022,4,4,April,32
Lapwai - Nez Perce Reservation,ID,46.3972,-116.8061,,,,,17,4/1/2022 0:00,2022,4,4,April,17
Laramie,WY,41.3,-105.59,,,42,13,24,4/1/2022 0:00,2022,4,4,April,42
Laredo,TX,27.5069,-99.5079,,,,,66,4/1/2022 0:00,2022,4,4,April,66
Las Cruces,NM,32.3123,-106.7783,,,42,28,14,4/1/2022 0:00,2022,4,4,April,42
Las Vegas,NV,36.206,-115.223,,,51,22,31,4/1/2022 0:00,2022,4,4,April,51
Lassen Volcanic National Park,CA,40.5403,-121.5764,,,43,,,4/1/2022 0:00,2022,4,4,April,43
Lawton,OK,34.6,-98.423,,,49,12,50,4/1/2022 0:00,2022,4,4,April,50
Leavenworth,WA,47.5988,-120.6647,,,,,8,4/1/2022 0:00,2022,4,4,April,8
Lebanon,NH,43.6274,-72.3102,,,31,,29,4/1/2022 0:00,2022,4,4,April,31
Lee County,NC,35.4751,-79.1716,,,50,,50,4/1/2022 0:00,2022,4,4,April,50
Lee Vining,CA,37.9608,-119.121,,,,13,21,4/1/2022 0:00,2022,4,4,April,21
Leech Lake Nation: Cass Lake,MN,47.3505,-94.2624,,,40,,36,4/1/2022 0:00,2022,4,4,April,40
Lehigh Valley,PA,40.614,-75.59,,,42,,57,4/1/2022 0:00,2022,4,4,April,57
Lenoir County,NC,35.2387,-77.6411,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Leslie,GA,31.9541,-84.0811,,,42,,,4/1/2022 0:00,2022,4,4,April,42
Lewiston,ID,46.4047,-117.0178,,,,,25,4/1/2022 0:00,2022,4,4,April,25
Lewistown,MT,47.0485,-109.4553,,,42,10,11,4/1/2022 0:00,2022,4,4,April,42
Lexington,KY,38.0491,-84.4999,,,25,,37,4/1/2022 0:00,2022,4,4,April,37
Libby,MT,48.388,-115.554,,,,9,18,4/1/2022 0:00,2022,4,4,April,18
Liberty-Clairton Area,PA,40.3239,-79.8683,,,,,65,4/1/2022 0:00,2022,4,4,April,65
Lima,OH,40.771,-84.0538,,,28,,,4/1/2022 0:00,2022,4,4,April,28
Lincoln,NE,40.8125,-96.6756,,,35,,58,4/1/2022 0:00,2022,4,4,April,58
Lincoln County,NC,35.4856,-81.2235,,,54,,55,4/1/2022 0:00,2022,4,4,April,55
Little Rock,AR,34.722,-92.354,,,39,,35,4/1/2022 0:00,2022,4,4,April,39
Livermore,CA,37.68,-121.77,,,45,,46,4/1/2022 0:00,2022,4,4,April,46
Logan,UT,41.7391,-111.8164,,,41,,,4/1/2022 0:00,2022,4,4,April,41
Lompoc,CA,34.6375,-120.4564,,,34,31,58,4/1/2022 0:00,2022,4,4,April,58
Londonderry,NH,42.8674,-71.3401,,,44,15,35,4/1/2022 0:00,2022,4,4,April,44
Lone Pine,CA,36.6106,-118.0596,,,,12,,4/1/2022 0:00,2022,4,4,April,12
Long Island,NY,40.768,-73.6202,,,44,,42,4/1/2022 0:00,2022,4,4,April,44
Longview,WA,46.1427,-122.9556,,,,,8,4/1/2022 0:00,2022,4,4,April,8
Lostwood,ND,48.6419,-102.4022,,,39,,20,4/1/2022 0:00,2022,4,4,April,39
Louisville,KY,38.264,-85.712,,,30,16,52,4/1/2022 0:00,2022,4,4,April,52
Lower Eastern Shore,MD,38.6894,-75.9989,,,44,,33,4/1/2022 0:00,2022,4,4,April,44
Lower Hudson Valley Region,NY,41.74,-73.7654,,,43,,36,4/1/2022 0:00,2022,4,4,April,43
Lubbock,TX,33.5961,-101.8539,,,,,12,4/1/2022 0:00,2022,4,4,April,12
Ludington,MI,43.9553,-86.4525,,,36,,36,4/1/2022 0:00,2022,4,4,April,36
Lynn,MA,42.4744,-70.9725,,,40,,36,4/1/2022 0:00,2022,4,4,April,40
Lyons,OR,44.7787,-122.617,,,,,20,4/1/2022 0:00,2022,4,4,April,20
Macon,GA,32.8408,-83.6325,,,45,19,38,4/1/2022 0:00,2022,4,4,April,45
Macon County,NC,35.1504,-83.4226,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Madera,CA,36.968,-120.077,,,44,20,53,4/1/2022 0:00,2022,4,4,April,53
Madison,CT,41.2583,-72.5506,,,46,,38,4/1/2022 0:00,2022,4,4,April,46
Madison County,NC,35.858,-82.7061,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Madras,OR,44.6306,-121.1317,,,,,13,4/1/2022 0:00,2022,4,4,April,13
Makah Indian Tribe of Makah Indian Reservation,WA,48.3661,-124.61,,,40,,15,4/1/2022 0:00,2022,4,4,April,40
Malta,MT,48.3175,-107.8625,,,38,7,29,4/1/2022 0:00,2022,4,4,April,38
Mammoth Cave National Park,KY,37.1319,-86.1478,,,41,,,4/1/2022 0:00,2022,4,4,April,41
Mammoth Lakes,CA,37.6481,-118.9733,,,,16,28,4/1/2022 0:00,2022,4,4,April,28
Manchester,NH,42.9928,-71.4594,,,39,,,4/1/2022 0:00,2022,4,4,April,39
Manitowoc and Kewaunee Counties,WI,44.2909,-87.5607,,,44,,,4/1/2022 0:00,2022,4,4,April,44
Maple Falls,WA,48.9477,-122.1471,,,,,43,4/1/2022 0:00,2022,4,4,April,43
Marathon and Taylor Counties,WI,44.957,-90.1846,,,40,,18,4/1/2022 0:00,2022,4,4,April,40
Marina and Seaside,CA,36.6271,-121.83,,,35,,48,4/1/2022 0:00,2022,4,4,April,48
Mark Twain State Park,MO,39.4751,-91.789,,,32,4,,4/1/2022 0:00,2022,4,4,April,32
Marshall,MN,44.4572,-95.835,,,40,,28,4/1/2022 0:00,2022,4,4,April,40
Martin County,NC,35.8426,-77.108,,,45,22,50,4/1/2022 0:00,2022,4,4,April,50
Martinsburg,WV,39.4656,-77.9583,,,38,,,4/1/2022 0:00,2022,4,4,April,38
Maryland Piedmont,MD,39.4732,-77.3139,,,42,,42,4/1/2022 0:00,2022,4,4,April,42
Mayaguez,PR,18.2141,-67.1443,,,6,,16,4/1/2022 0:00,2022,4,4,April,16
McAlester,OK,34.8856,-95.7844,,,33,12,60,4/1/2022 0:00,2022,4,4,April,60
McCall,ID,44.9069,-116.1065,,,,,33,4/1/2022 0:00,2022,4,4,April,33
McDowell County,NC,35.6816,-82.0491,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Mecklenburg County,NC,35.227,-80.843,,,71,19,55,4/1/2022 0:00,2022,4,4,April,71
Medford,OR,42.3142,-122.8792,,,,,25,4/1/2022 0:00,2022,4,4,April,25
Medicine Bow National Forest,WY,41.36,-106.24,,,48,,,4/1/2022 0:00,2022,4,4,April,48
Melbourne,FL,28.115,-80.6319,,,43,30,57,4/1/2022 0:00,2022,4,4,April,57
Memphis,TN,35.106,-90.001,,,54,,51,4/1/2022 0:00,2022,4,4,April,54
Merced,CA,37.2963,-120.4844,,,40,,46,4/1/2022 0:00,2022,4,4,April,46
Mercer County,PA,41.262,-80.1875,,,44,,,4/1/2022 0:00,2022,4,4,April,44
Meridian,MS,32.3643,-88.7037,,,36,,,4/1/2022 0:00,2022,4,4,April,36
Mesa,WA,46.5754,-119.0021,,,,,9,4/1/2022 0:00,2022,4,4,April,9
Mesa Verde National Park,CO,37.199,-108.471,,,44,,,4/1/2022 0:00,2022,4,4,April,44
Mesquite,NV,36.8159,-114.0503,,,45,20,19,4/1/2022 0:00,2022,4,4,April,45
Metro Baltimore,MD,39.1876,-76.5904,,,39,,35,4/1/2022 0:00,2022,4,4,April,39
Metro Riverside CO,CA,34.0005,-117.4152,7,18,58,43,68,4/1/2022 0:00,2022,4,4,April,68
Metropolitan Washington,DC,38.919,-77.013,,,43,21,43,4/1/2022 0:00,2022,4,4,April,43
Mexicali,MX,32.6245,-115.4523,,,87,68,107,4/1/2022 0:00,2022,4,4,April,107
Mexico City,MX,19.4285,-99.1277,,,182,86,85,4/1/2022 0:00,2022,4,4,April,182
Miami,AZ,33.399,-110.8716,,,,28,,4/1/2022 0:00,2022,4,4,April,28
Miami,FL,25.776,-80.211,,,42,,52,4/1/2022 0:00,2022,4,4,April,52
Mid-Coast,ME,44.377,-68.2609,,,45,,5,4/1/2022 0:00,2022,4,4,April,45
Middletown,CT,41.5519,-72.6308,,,,,38,4/1/2022 0:00,2022,4,4,April,38
Midland-Odessa,TX,31.9974,-102.0789,,,,,28,4/1/2022 0:00,2022,4,4,April,28
Mille Lacs,MN,46.21,-93.76,,,40,,28,4/1/2022 0:00,2022,4,4,April,40
Millville,NJ,39.4222,-75.0258,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Milton - Blue Hill Observatory,MA,42.2122,-71.1158,,,46,,,4/1/2022 0:00,2022,4,4,April,46
Milwaukee and South Ozaukee Counties,WI,43.107,-87.9207,,,36,9,32,4/1/2022 0:00,2022,4,4,April,36
Minneapolis-St. Paul,MN,44.955,-93.185,,,38,,32,4/1/2022 0:00,2022,4,4,April,38
Mississippi Gulf Coast,MS,30.37,-89.1,,,50,,54,4/1/2022 0:00,2022,4,4,April,54
Missoula,MT,46.8423,-114.0205,,,39,30,21,4/1/2022 0:00,2022,4,4,April,39
Mitchell County,NC,36.0131,-82.1639,,,50,,55,4/1/2022 0:00,2022,4,4,April,55
Mobile,AL,30.695,-88.039,,,51,,39,4/1/2022 0:00,2022,4,4,April,51
Modesto,CA,37.6598,-120.9939,,,37,22,55,4/1/2022 0:00,2022,4,4,April,55
Mojave,CA,35.0465,-118.1628,,,42,17,48,4/1/2022 0:00,2022,4,4,April,48
Monmouth,NJ,40.1881,-74.0061,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Mono Lake,CA,38.0697,-118.9477,,,,13,21,4/1/2022 0:00,2022,4,4,April,21
Monroe,LA,32.5097,-92.0461,,,48,,38,4/1/2022 0:00,2022,4,4,April,48
Monterey Peninsula,CA,36.6136,-121.9097,,,35,,48,4/1/2022 0:00,2022,4,4,April,48
Montgomery County,NC,35.3324,-79.9057,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Moore County,NC,35.311,-79.4818,,,45,,50,4/1/2022 0:00,2022,4,4,April,50
Moorhead,MN,46.8738,-96.7678,,,35,,30,4/1/2022 0:00,2022,4,4,April,35
Morgantown,WV,39.6489,-79.9211,,,41,,,4/1/2022 0:00,2022,4,4,April,41
Morro Bay,CA,35.36,-120.83,,,38,18,28,4/1/2022 0:00,2022,4,4,April,38
Moscow,ID,46.728,-116.9557,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Moses Lake,WA,47.1303,-119.2726,,,,,15,4/1/2022 0:00,2022,4,4,April,15
Moundsville,WV,39.9158,-80.7342,,,,,47,4/1/2022 0:00,2022,4,4,April,47
Mount Vernon,WA,48.41,-122.3375,,,58,,15,4/1/2022 0:00,2022,4,4,April,58
Mountain View,HI,19.57,-155.0777,,,,,10,4/1/2022 0:00,2022,4,4,April,10
